School_ID,School_Type,Student_Count_Total,ADA_Accessible,Dress_Code,Bilingual_Services,Refugee_Services,Title_1_Eligible,Average_ACT_School,College_Enrollment_Rate_School,Graduation_Rate_School,Overall_Rating,Rating_Status,Student_Growth_Rating,Student_Attainment_Rating,Culture_Climate_Rating,School_Survey_Involved_Families,School_Survey_Supportive_Environment,School_Survey_Ambitious_Instruction,School_Survey_Effective_Leaders,School_Survey_Collaborative_Teachers,School_Survey_Safety,School_Survey_School_Community,School_Survey_Parent_Teacher_Partnership,School_Survey_Quality_Of_Facilities,Growth_ACT_Grade_11_Pct,Attainment_ACT_Grade_11_Pct,Freshmen_On_Track_School_Pct_Year_2,College_Persistence_School_Pct_Year_2,Supportive_School_Award,lib_cnt,Neighborhood Name,PRED_NON_ENG_LANG,PRED_NON_ENG_PERCENT,PERCENT OF HOUSING CROWDED,PERCENT HOUSEHOLDS BELOW POVERTY,PERCENT AGED 16+ UNEMPLOYED,PERCENT AGED 25+ WITHOUT HIGH SCHOOL DIPLOMA,PERCENT AGED UNDER 18 OR OVER 64,PER CAPITA INCOME,HARDSHIP INDEX,Suspensions_Per_100_Students_Change,Misconducts_To_Suspensions_Change,Student_Attendance_Change,Teacher_Attendance_Change,One_Year_Dropout_Rate_Change,Student_Low_Income_Pct,Student_Special_Ed_Pct,Student_English_Learners_Pct,Student_Black_Pct,Student_Hispanic_Pct,Student_White_Pct,Student_Asian_Pct
609728,Neighborhood,1094,Generally accessible,Y,Y,Y,Y,15.5,38,66.9,Level 2,Intensive Support,BELOW AVERAGE,BELOW AVERAGE,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.7,14,71.4,64.3,Coming Soon,3,ALBANY PARK,SPANISH,0.29,0.113,0.192,0.1,0.329,0.32,21323,53,-7.4,7.9,1.6,4.4,0.1,0.932358318,0.192870201,0.285191956,0.147166362,0.690127971,0.057586837,0.074040219
400066,Charter,445,Generally accessible,Y,N,N,Y,17.3,62.3,78.1,Level 1,Not Applicable,ABOVE AVERAGE,BELOW AVERAGE,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,STRONG,WEAK,WEAK,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,0.5,24,95.8,67.5,Coming Soon,5,DOUGLAS,CHINESE,0.03,0.018,0.296,0.182,0.143,0.307,23791,47,0,0,0.5,0,2.7,0.898876404,0.202247191,0.008988764,0.966292135,0.029213483,0.002247191,0
400086,Charter,271,Generally accessible,Y,N,N,Y,16.7,67.1,71.3,Level 2+,Not Applicable,AVERAGE,BELOW AVERAGE,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,WEAK,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.1,19,67.3,76.9,Coming Soon,3,ENGLEWOOD,SPANISH,0,0.038,0.466,0.28,0.285,0.425,11888,94,0,0,2.3,0,-0.3,0.889298893,0.250922509,0.003690037,0.996309963,0.003690037,0,0
610557,Citywide-Option,227,No/unknown accessibility,N,U,U,Y,15.1,18.8,0,Level 2,Not Applicable,NO DATA AVAILABLE,BELOW AVERAGE,PARTIALLY ORGANIZED,NOT ENOUGH DATA,VERY STRONG,VERY WEAK,WEAK,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.062280702,11,84.72051282,56,Coming Soon,7,ASHBURN,SPANISH,0.12,0.04,0.104,0.117,0.177,0.369,23482,37,0,0,39.7,0,-1.6,0.881057269,0.118942731,0.0969163,0.273127753,0.621145374,0.0969163,0
609705,Neighborhood,248,Fully Accessible,Y,Y,N,Y,14.7,29,49.5,Level 2,Intensive Support,BELOW AVERAGE,FAR BELOW AVERAGE,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,STRONG,STRONG,NEUTRAL,VERY STRONG,VERY STRONG,VERY STRONG,-1,8,93.9,34.1,Emerging,4,ROSELAND,SPANISH,0,0.025,0.198,0.203,0.169,0.412,17949,52,34.2,-2,-3,4.4,-1.3,0.915322581,0.153225806,0.008064516,0.97983871,0.012096774,0,0
400051,Charter,655,No/unknown accessibility,Y,Y,N,Y,21.2,84.7,92.8,Level 1+,Not Applicable,FAR ABOVE AVERAGE,ABOVE AVERAGE,WELL ORGANIZED,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,3.7,71,89.6,75.7,Coming Soon,5,WEST TOWN,SPANISH,0.1,0.023,0.147,0.066,0.129,0.217,43198,10,0,0,0.1,0,0.4,0.885496183,0.120610687,0.083969466,0.12519084,0.842748092,0.01221374,0.007633588
609694,Selective enrollment,972,Fully Accessible,N,Y,N,Y,16.9,58.3,84.6,Level 1,Good Standing,BELOW AVERAGE,BELOW AVERAGE,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,-0.9,24,98.5,71,Emerging,5,WEST ELSDON,SPANISH,0.31,0.111,0.156,0.167,0.37,0.377,15754,69,5.7,22,-0.4,4.4,-0.4,0.87962963,0.032921811,0.016460905,0.016460905,0.939300412,0.025720165,0.007201646
609739,Neighborhood,1435,Generally accessible,Y,Y,N,Y,17.7,54.9,72.2,Level 1,Good Standing,AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.1,30,93.3,77.4,Coming Soon,1,EAST SIDE,SPANISH,0.26,0.068,0.192,0.121,0.319,0.428,17104,64,4,0.4,-0.3,4.9,0.1,0.903832753,0.150522648,0.128222997,0.052961672,0.876655052,0.055052265,0.002090592
609761,Neighborhood,307,Fully Accessible,Y,N,N,Y,14.3,34.4,62.6,Level 2,Intensive Support,BELOW AVERAGE,FAR BELOW AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1,6,88.4,39.5,Emerging,3,PULLMAN,SPANISH,0.04,0.015,0.216,0.228,0.131,0.386,20588,51,11.3,19.6,-2,3.7,-1.1,0.925081433,0.276872964,0,0.983713355,0.013029316,0,0
609754,Military academy,313,Fully Accessible,Y,Y,N,Y,16.9,44.8,85.4,Level 1,Good Standing,AVERAGE,BELOW AVERAGE,MODERATELY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,STRONG,STRONG,STRONG,-0.4,22,96.4,64.8,Coming Soon,6,DOUGLAS,CHINESE,0.03,0.018,0.296,0.182,0.143,0.307,23791,47,33.1,-39.7,-3,4.5,1.3,0.942492013,0.102236422,0.054313099,0.645367412,0.325878594,0.015974441,0.003194888
609748,Citywide-Option,199,No/unknown accessibility,N,U,U,Y,17.46752137,5.1,1.7,Inability to Rate,Good Standing,NO DATA AVAILABLE,NO DATA AVAILABLE,ORGANIZED,VERY WEAK,NEUTRAL,STRONG,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.062280702,29.64957265,84.72051282,65.80608696,Coming Soon,2,SOUTH LAWNDALE,SPANISH,0.44,0.152,0.307,0.158,0.548,0.338,10402,96,0,0,-5.4,3.7,0,0.874371859,0.291457286,0.010050251,0.773869347,0.180904523,0.030150754,0
400057,Charter,954,Generally accessible,Y,Y,N,Y,22.2,88,83.3,Level 1+,Not Applicable,FAR ABOVE AVERAGE,ABOVE AVERAGE,WELL ORGANIZED,STRONG,VERY STRONG,VERY STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,4.2,76,86.8,75.2,Coming Soon,7,NEAR WEST SIDE,SPANISH,0.02,0.038,0.206,0.107,0.096,0.222,44689,15,0,0,0.7,0,1.9,0.853249476,0.147798742,0.083857442,0.309224319,0.635220126,0.012578616,0.033542977
609722,Neighborhood,113,Generally accessible,Y,N,N,Y,14.1,35.9,57.9,Level 2,Intensive Support,FAR BELOW AVERAGE,FAR BELOW AVERAGE,PARTIALLY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1.8,5,72.1,32,Coming Soon,11,EAST GARFIELD PARK,SPANISH,0,0.082,0.424,0.196,0.213,0.432,12961,83,4.3,13.6,4.7,5.6,-5.9,0.92920354,0.309734513,0.008849558,0.973451327,0.026548673,0,0
610547,Selective enrollment,651,No/unknown accessibility,Y,N,N,Y,17.9,64.2,71,Level 1,Good Standing,BELOW AVERAGE,BELOW AVERAGE,ORGANIZED,STRONG,NEUTRAL,VERY STRONG,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1.5,31,98.8,65.80608696,Coming Soon,0,SOUTH SHORE,SPANISH,0.01,0.028,0.311,0.2,0.14,0.357,19398,55,4.6,2.1,-3.2,5.3,-1.3,0.87250384,0.089093702,0.006144393,0.958525346,0.02764977,0,0.001536098
609713,Neighborhood,852,Fully Accessible,Y,N,N,Y,15.7,47.7,53.6,Level 2,Intensive Support,BELOW AVERAGE,BELOW AVERAGE,NOT YET ORGANIZED,WEAK,WEAK,NEUTRAL,WEAK,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.9,13,86.3,50.5,Coming Soon,2,WOODLAWN,SPANISH,0.01,0.029,0.307,0.234,0.165,0.361,18672,58,-58.3,-12.2,-3.2,4.4,0.2,0.942488263,0.19600939,0.005868545,0.985915493,0.008215962,0.001173709,0
610385,Small,238,Fully Accessible,Y,Y,N,Y,14.6,41,80.9,Level 2+,Good Standing,BELOW AVERAGE,FAR BELOW AVERAGE,WELL ORGANIZED,VERY STRONG,STRONG,STRONG,STRONG,VERY STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1.3,9,77.1,63.3,Coming Soon,2,SOUTH LAWNDALE,SPANISH,0.44,0.152,0.307,0.158,0.548,0.338,10402,96,2.7,5,2.9,4,-0.5,0.932773109,0.289915966,0.302521008,0.117647059,0.865546218,0.012605042,0
609720,Selective enrollment,4447,Generally accessible,Y,N,N,N,25.6,85,95.9,Level 1+,Good Standing,ABOVE AVERAGE,FAR ABOVE AVERAGE,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,1.4,96,97.7,91.3,Coming Soon,3,NORTH CENTER,SPANISH,0.04,0.003,0.075,0.052,0.045,0.262,57123,6,-1.4,-29.2,0.1,4.4,0.2,0.492691702,0.044524398,0.006071509,0.078929615,0.407690578,0.352372386,0.105464358
400034,Charter,901,Generally accessible,Y,Y,N,Y,19.4,76.6,83.3,Level 1+,Not Applicable,FAR ABOVE AVERAGE,AVERAGE,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,1.7,49,93.2,79.7,Coming Soon,2,NORTH PARK,SPANISH,0.06,0.039,0.132,0.099,0.144,0.39,26576,33,0,0,1.1,0,1.2,0.802441731,0.236403996,0.126526082,0.065482797,0.536071032,0.208657048,0.156492786
610381,Small,322,Generally accessible,Y,N,N,Y,14.8,65.5,80.6,Level 2,Provisional Support,FAR BELOW AVERAGE,FAR BELOW AVERAGE,PARTIALLY ORGANIZED,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,WEAK,WEAK,NOT ENOUGH DATA,NEUTRAL,NEUTRAL,NEUTRAL,-1.8,8,96.4,63.2,Coming Soon,4,GRAND BOULEVARD,SPANISH,0.01,0.033,0.293,0.243,0.159,0.395,23472,57,16.7,26.8,0.2,5.1,-1.7,0.965838509,0.170807453,0.01863354,0.965838509,0.02484472,0,0.00621118
609676,Career academy,455,Generally accessible,N,N,N,Y,14.4,43.5,71.5,Level 2,Intensive Support,BELOW AVERAGE,FAR BELOW AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,STRONG,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1.5,7,75.5,52.3,Coming Soon,5,DOUGLAS,CHINESE,0.03,0.018,0.296,0.182,0.143,0.307,23791,47,92.4,-12.7,-4.7,4.7,4.4,0.964835165,0.272527473,0.01978022,0.964835165,0.032967033,0,0
609733,Neighborhood,714,No/unknown accessibility,Y,Y,Y,Y,15.1,51.5,64,Level 2+,Provisional Support,AVERAGE,BELOW AVERAGE,WELL ORGANIZED,NEUTRAL,STRONG,STRONG,STRONG,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.3,12,87.1,63,Coming Soon,3,ROGERS PARK,SPANISH,0.1,0.077,0.236,0.087,0.182,0.275,23939,39,2.1,3.2,2.4,4.6,1.8,0.897759104,0.225490196,0.406162465,0.414565826,0.340336134,0.058823529,0.165266106
610383,Small,283,Fully Accessible,Y,Y,N,Y,15.6,56.6,87.5,Level 1,Good Standing,BELOW AVERAGE,BELOW AVERAGE,WELL ORGANIZED,VERY STRONG,STRONG,STRONG,STRONG,VERY STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1.1,13,96.7,71.1,Emerging,2,SOUTH LAWNDALE,SPANISH,0.44,0.152,0.307,0.158,0.548,0.338,10402,96,4.7,0.4,1.9,6.2,2.7,0.961130742,0.19434629,0.265017668,0.106007067,0.883392226,0.007067138,0
609740,Neighborhood,370,No/unknown accessibility,N,Y,N,Y,15.4,51,62.9,Level 2+,Provisional Support,BELOW AVERAGE,BELOW AVERAGE,WELL ORGANIZED,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.8,12,85.3,44.8,Coming Soon,5,WEST TOWN,SPANISH,0.1,0.023,0.147,0.066,0.129,0.217,43198,10,1.6,3.5,-1.8,4.8,2.4,0.905405405,0.259459459,0.108108108,0.513513514,0.440540541,0.032432432,0
609759,Neighborhood,753,Fully Accessible,Y,Y,N,Y,15.4,43.3,83.5,Level 2+,Provisional Support,BELOW AVERAGE,BELOW AVERAGE,WELL ORGANIZED,VERY STRONG,NEUTRAL,STRONG,STRONG,VERY STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1,13,93.3,44.4,Established,2,WEST TOWN,SPANISH,0.1,0.023,0.147,0.066,0.129,0.217,43198,10,-15.8,3.8,-0.7,3.9,2.5,0.944223108,0.24435591,0.091633466,0.300132802,0.671978752,0.011952191,0.003984064
400085,Charter,576,No/unknown accessibility,Y,U,U,Y,17.7,63,84.5,Level 1+,Not Applicable,ABOVE AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,0.6,29,91.1,72,Coming Soon,6,ARCHER HEIGHTS,SPANISH,0.32,0.085,0.141,0.165,0.359,0.392,16134,67,0,0,0,0,-0.4,0.940972222,0.142361111,0.215277778,0.005208333,0.967013889,0.017361111,0.003472222
609715,Neighborhood,1949,Fully Accessible,N,Y,N,Y,17.1,55.1,77.8,Level 2+,Good Standing,AVERAGE,BELOW AVERAGE,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.2,27,74.4,70.2,Established,1,BRIGHTON PARK,SPANISH,0.38,0.144,0.236,0.139,0.451,0.393,13089,84,3.9,10.3,1.1,5,-0.8,0.940995382,0.180605439,0.257567984,0.037455105,0.803488969,0.015392509,0.123653155
609734,Neighborhood,3369,Generally accessible,N,Y,N,N,18.9,63,85.2,Level 1,Good Standing,AVERAGE,AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.2,44,86,79.1,Coming Soon,3,NORWOOD PARK,POLISH,0.07,0.02,0.054,0.09,0.115,0.395,32875,21,4.4,3.3,0,4.4,4.2,0.541110122,0.116948649,0.059364797,0.022855447,0.395369546,0.46274859,0.072721876
400036,Charter,672,Fully Accessible,N,Y,N,Y,18.8,68,50,Level 2+,Not Applicable,NO DATA AVAILABLE,AVERAGE,ORGANIZED,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.062280702,44,44.7,53.8,Coming Soon,6,NEAR WEST SIDE,SPANISH,0.02,0.038,0.206,0.107,0.096,0.222,44689,15,0,0,-1.1,0,0.6,0.712797619,0.154761905,0.056547619,0.550595238,0.21577381,0.129464286,0.052083333
609741,Neighborhood,1778,No/unknown accessibility,Y,Y,N,Y,17.1,56.2,82.9,Level 1,Good Standing,BELOW AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,VERY STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.6,24,82.3,74.4,Coming Soon,3,WEST LAWN,SPANISH,0.3,0.058,0.149,0.096,0.336,0.396,16907,56,1.6,-5.9,0.3,4.8,-0.2,0.94375703,0.146794151,0.143419573,0.067491564,0.905511811,0.020247469,0.002249719
400052,Charter,1118,No/unknown accessibility,Y,Y,N,Y,17.9,84.2,88.1,Level 1,Not Applicable,ABOVE AVERAGE,BELOW AVERAGE,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,1.2,30,76.8,80.2,Coming Soon,3,GREATER GRAND CROSSING,SPANISH,0,0.036,0.296,0.23,0.165,0.41,17285,66,0,0,0.3,0,0.7,0.866726297,0.162790698,0.006261181,0.966010733,0.02236136,0,0
610543,Neighborhood,1190,Fully Accessible,Y,Y,N,Y,18.4,62.2,80.5,Level 1+,Good Standing,AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,0.3,38,91.9,77.9,Coming Soon,3,GAGE PARK,SPANISH,0.45,0.158,0.234,0.182,0.515,0.388,12171,93,0.6,-1.5,-0.7,4.3,0.7,0.94789916,0.105042017,0.127731092,0.047058824,0.937815126,0.007563025,0
609783,Citywide-Option,208,No/unknown accessibility,N,U,U,Y,17.46752137,58.53109244,1.3,Inability to Rate,Good Standing,NO DATA AVAILABLE,NO DATA AVAILABLE,NOT YET ORGANIZED,VERY WEAK,WEAK,WEAK,WEAK,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.062280702,29.64957265,84.72051282,65.80608696,Coming Soon,5,NEAR WEST SIDE,SPANISH,0.02,0.038,0.206,0.107,0.096,0.222,44689,15,0,0,-0.1,4.1,0,0.870192308,0.370192308,0.024038462,0.836538462,0.144230769,0.014423077,0.004807692
609730,Neighborhood,1437,Generally accessible,Y,Y,N,Y,18.3,59.4,81.3,Level 1,Good Standing,AVERAGE,BELOW AVERAGE,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,-0.1,39,92.8,65.3,Emerging,5,EDGEWATER,SPANISH,0.05,0.041,0.182,0.092,0.097,0.238,33385,19,-1.7,-12.7,1.8,4.8,-0.2,0.803757829,0.139874739,0.171885873,0.256089074,0.422407794,0.113430759,0.173973556
609716,Neighborhood,445,Fully Accessible,Y,Y,N,Y,15,36.2,69.8,Level 2,Intensive Support,BELOW AVERAGE,BELOW AVERAGE,ORGANIZED,STRONG,WEAK,NEUTRAL,STRONG,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.9,11,75.3,56.1,Coming Soon,2,HERMOSA,SPANISH,0.38,0.069,0.205,0.131,0.416,0.364,15089,71,-1.3,9,-0.5,4.4,1.8,0.93258427,0.197752809,0.328089888,0.069662921,0.903370787,0.015730337,0
609762,Neighborhood,509,Generally accessible,Y,N,N,Y,14.7,40.4,74.4,Level 2,Intensive Support,BELOW AVERAGE,FAR BELOW AVERAGE,WELL ORGANIZED,VERY STRONG,NEUTRAL,STRONG,STRONG,VERY STRONG,WEAK,VERY STRONG,STRONG,STRONG,-1.4,7,90.5,63.9,Emerging,4,WASHINGTON HEIGHTS,SPANISH,0,0.011,0.169,0.208,0.137,0.426,19713,48,9.5,27,-3.9,3.4,2,0.962671906,0.233791749,0.001964637,0.988212181,0.009823183,0,0
610389,Neighborhood,276,Generally accessible,Y,Y,N,Y,14.2,45.3,39,Level 3,Intensive Support,FAR BELOW AVERAGE,FAR BELOW AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-2.5,6,53.3,45.1,Coming Soon,5,HUMBOLDT PARK,SPANISH,0.18,0.148,0.339,0.173,0.354,0.38,13781,85,-1.2,-0.2,2.6,4.7,6.1,0.952898551,0.210144928,0.050724638,0.826086957,0.170289855,0.003623188,0
609737,Magnet,1735,Generally accessible,N,N,N,Y,21.3,73.4,88.8,Level 1+,Good Standing,ABOVE AVERAGE,AVERAGE,WELL ORGANIZED,VERY STRONG,STRONG,STRONG,STRONG,VERY STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,0.6,68,87.2,81.9,Coming Soon,3,NORTH PARK,SPANISH,0.06,0.039,0.132,0.099,0.144,0.39,26576,33,-1.9,11,-0.1,4.5,-0.1,0.748126801,0.059942363,0.023631124,0.110662824,0.572910663,0.161959654,0.12795389
609723,Neighborhood,343,No/unknown accessibility,Y,N,N,Y,15.8,43.8,57.7,Level 2,Intensive Support,AVERAGE,BELOW AVERAGE,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,VERY STRONG,STRONG,STRONG,-0.4,13,93.2,37,Coming Soon,8,EAST GARFIELD PARK,SPANISH,0,0.082,0.424,0.196,0.213,0.432,12961,83,10,-10,-2.9,4.8,3,0.976676385,0.271137026,0,0.979591837,0.014577259,0,0
609732,Neighborhood,1281,No/unknown accessibility,Y,Y,N,Y,16.3,47.4,71.3,Level 2,Intensive Support,BELOW AVERAGE,BELOW AVERAGE,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.7,19,78,67.8,Coming Soon,4,BELMONT CRAGIN,SPANISH,0.33,0.108,0.187,0.146,0.373,0.373,15461,70,-0.5,-2.9,2.4,4.9,1.7,0.884465262,0.174863388,0.174863388,0.149882904,0.729117877,0.085089774,0.022638564
609674,Career academy,885,Generally accessible,Y,N,N,Y,15.6,34.4,72.6,Level 2+,Intensive Support,AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,STRONG,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.4,11,92,44.2,Coming Soon,0,AVALON PARK,AFRICAN LANGUAGES,0,0.014,0.172,0.211,0.106,0.393,24454,41,-2.3,-11.7,-0.8,4.2,0.9,0.951412429,0.29039548,0.012429379,0.969491525,0.021468927,0.001129944,0
609718,Neighborhood,1686,Fully Accessible,N,Y,N,Y,18.1,59.5,68.8,Level 2+,Good Standing,AVERAGE,BELOW AVERAGE,ORGANIZED,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.2,35,83.3,72.2,Coming Soon,3,GARFIELD RIDGE,SPANISH,0.1,0.026,0.088,0.113,0.193,0.381,26353,32,-3.3,1.4,-1.2,4.8,-0.7,0.736061684,0.174970344,0.06346382,0.038552788,0.729537367,0.208185053,0.005931198
609709,Neighborhood,330,No/unknown accessibility,N,Y,Y,Y,14.4,21.8,68.7,Level 2,Intensive Support,BELOW AVERAGE,FAR BELOW AVERAGE,PARTIALLY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.8,8,83.1,60,Emerging,1,GAGE PARK,SPANISH,0.45,0.158,0.234,0.182,0.515,0.388,12171,93,10.5,10.9,-5.5,4,4.8,0.954545455,0.2,0.227272727,0.387878788,0.606060606,0.003030303,0
400035,Charter,584,Fully Accessible,Y,Y,N,Y,20.8,72,85.2,Level 1+,Not Applicable,FAR ABOVE AVERAGE,AVERAGE,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,2.9,66,85.7,75.4,Coming Soon,4,ROGERS PARK,SPANISH,0.1,0.077,0.236,0.087,0.182,0.275,23939,39,0,0,0.5,0,0,0.912671233,0.09760274,0.140410959,0.308219178,0.542808219,0.034246575,0.092465753
609725,Neighborhood,1282,Generally accessible,N,N,N,Y,17.3,66.8,79.6,Level 2+,Good Standing,BELOW AVERAGE,BELOW AVERAGE,ORGANIZED,STRONG,WEAK,STRONG,NEUTRAL,STRONG,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1,25,83,76.7,Coming Soon,2,MORGAN PARK,SPANISH,0.01,0.008,0.132,0.15,0.108,0.403,27149,30,3.6,16.2,-2.7,4.5,-0.7,0.872854914,0.107644306,0.002340094,0.978159126,0.010140406,0.003120125,0.000780031
610334,Small,379,Generally accessible,Y,N,N,Y,14.5,51.1,73.4,Level 2,Intensive Support,FAR BELOW AVERAGE,FAR BELOW AVERAGE,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-2,7,83.6,54.8,Established,3,EAST GARFIELD PARK,SPANISH,0,0.082,0.424,0.196,0.213,0.432,12961,83,5.7,-4.4,1.7,4.7,0.6,0.986807388,0.263852243,0.026385224,0.931398417,0.058047493,0.005277045,0.002638522
