School_ID,School_Type,Student_Count_Total,Student_Count_Low_Income,Student_Count_Special_Ed,Student_Count_English_Learners,Student_Count_Black,Student_Count_Hispanic,Student_Count_White,Student_Count_Asian,ADA_Accessible,Dress_Code,Bilingual_Services,Refugee_Services,Title_1_Eligible,Average_ACT_School,College_Enrollment_Rate_School,Graduation_Rate_School,Overall_Rating,Rating_Status,Student_Growth_Rating,Student_Attainment_Rating,Culture_Climate_Rating,School_Survey_Involved_Families,School_Survey_Supportive_Environment,School_Survey_Ambitious_Instruction,School_Survey_Effective_Leaders,School_Survey_Collaborative_Teachers,School_Survey_Safety,School_Survey_School_Community,School_Survey_Parent_Teacher_Partnership,School_Survey_Quality_Of_Facilities,Growth_ACT_Grade_11_Pct,Attainment_ACT_Grade_11_Pct,Freshmen_On_Track_School_Pct_Year_2,Graduation_5_Year_School_Pct_Year_2,College_Enrollment_School_Pct_Year_2,College_Persistence_School_Pct_Year_2,Supportive_School_Award,lib_cnt,Neighborhood Name,PRED_NON_ENG_LANG,PRED_NON_ENG_PERCENT,PERCENT OF HOUSING CROWDED,PERCENT HOUSEHOLDS BELOW POVERTY,PERCENT AGED 16+ UNEMPLOYED,PERCENT AGED 25+ WITHOUT HIGH SCHOOL DIPLOMA,PERCENT AGED UNDER 18 OR OVER 64,PER CAPITA INCOME ,HARDSHIP INDEX,Suspensions_Per_100_Students_Change,Misconducts_To_Suspensions_Change,Student_Attendance_Change,Teacher_Attendance_Change,One_Year_Dropout_Rate_Change
609749,Selective enrollment,1062,470,61,7,78,316,311,209,Fully Accessible,N,N,N,N,29.5,93.4,97.8,Level 1+,Good Standing,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,VERY STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,1.9,99.0,99.3,97.8,93.4,97.4,Coming Soon,6,NORTH PARK,SPANISH,0.06,0.039,0.132,0.099,0.14400000000000002,0.39,26576,33,-0.5,-1.9000000000000004,0.9000000000000057,4.799999999999997,0.30000000000000004
609753,Magnet,723,325,132,8,297,131,267,2,Generally accessible,N,Y,N,N,20.2,79.8,74.7,Level 1+,Good Standing,ABOVE AVERAGE,AVERAGE,WELL ORGANIZED,VERY STRONG,STRONG,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,WEAK,STRONG,0.8,56.0,92.8,74.7,79.8,80.2,Coming Soon,2,MOUNT GREENWOOD,SPANISH,0.01,0.01,0.034,0.087,0.043,0.368,34381,16,-1.2999999999999998,3.400000000000002,0.29999999999999716,4.3999999999999915,-0.10000000000000009
609760,Military academy,479,443,26,18,192,281,3,0,Generally accessible,Y,N,N,Y,18.0,45.7,91.0,Level 1,Good Standing,AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,0.0,31.0,96.6,91.0,45.7,57.8,Coming Soon,2,RIVERDALE,SPANISH,0.01,0.058,0.565,0.34600000000000003,0.275,0.515,8201,98,-2.5,-9.3,0.10000000000000853,5.299999999999997,1.2000000000000002
609693,Selective enrollment,1199,981,83,17,645,467,25,48,Fully Accessible,N,N,N,Y,20.7,76.7,97.6,Level 1+,Good Standing,ABOVE AVERAGE,AVERAGE,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,0.5,62.0,95.0,97.6,76.7,81.4,Coming Soon,7,HUMBOLDT PARK,SPANISH,0.18,0.14800000000000002,0.339,0.173,0.354,0.38,13781,85,2.3,-3.200000000000003,-0.7999999999999972,4.5,0.29999999999999993
400022,Contract,621,332,38,5,238,202,119,15,Generally accessible,N,N,N,N,19.4,79.6,81.1,Level 1+,Good Standing,AVERAGE,AVERAGE,WELL ORGANIZED,NEUTRAL,STRONG,VERY STRONG,NEUTRAL,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.2,48.0,93.0,81.1,79.6,82.4,Coming Soon,3,WEST TOWN,SPANISH,0.1,0.023,0.147,0.066,0.129,0.217,43198,10,0.1999999999999993,-9.099999999999994,0.20000000000000284,0.0,2.1
609680,Selective enrollment,1072,346,48,8,118,235,465,192,Fully Accessible,N,Y,N,N,29.6,87.7,95.3,Level 1+,Good Standing,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,2.6,99.0,99.6,95.3,87.7,96.5,Coming Soon,3,NEAR NORTH SIDE,SPANISH,0.01,0.019,0.129,0.07,0.025,0.226,88669,1,-1.5,-5.0,0.0,4.5,-0.29999999999999993
610392,Small,351,337,54,89,23,319,3,0,Fully Accessible,Y,Y,N,Y,17.5,57.8,77.9,Level 1,Good Standing,AVERAGE,BELOW AVERAGE,WELL ORGANIZED,VERY STRONG,STRONG,STRONG,VERY STRONG,VERY STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,0.3,27.0,86.6,77.9,57.8,61.1,Coming Soon,2,SOUTH LAWNDALE,SPANISH,0.44,0.152,0.307,0.158,0.5479999999999999,0.338,10402,96,1.0,4.700000000000001,-0.5999999999999943,5.400000000000006,1.0
609678,Selective enrollment,1866,732,126,17,259,529,669,243,Generally accessible,N,N,N,N,26.2,87.3,91.8,Level 1+,Good Standing,FAR ABOVE AVERAGE,FAR ABOVE AVERAGE,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,NEUTRAL,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,1.7,97.0,99.1,91.8,87.3,94.0,Coming Soon,5,LOOP,CHINESE,0.02,0.015,0.147,0.057,0.031,0.135,65526,3,-0.5000000000000001,-19.4,0.5999999999999943,4.900000000000006,0.10000000000000009
609719,Neighborhood,1387,1122,230,102,127,980,186,52,Generally accessible,N,Y,N,Y,17.5,65.7,91.2,Level 1,Good Standing,BELOW AVERAGE,BELOW AVERAGE,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,WEAK,NEUTRAL,-0.7,27.0,84.1,91.2,65.7,70.4,Established,5,LAKE VIEW,SPANISH,0.02,0.011,0.114,0.047,0.026,0.17,60058,5,-23.3,-2.3999999999999986,1.1000000000000085,4.700000000000003,1.0
400087,Charter,198,183,62,0,183,9,4,0,Generally accessible,Y,N,N,Y,15.7,61.4,66.7,Level 2+,Not Applicable,AVERAGE,BELOW AVERAGE,PARTIALLY ORGANIZED,NEUTRAL,WEAK,STRONG,WEAK,WEAK,VERY WEAK,NEUTRAL,NEUTRAL,WEAK,-0.4,12.0,84.5,66.7,61.4,81.8,Coming Soon,5,DOUGLAS,CHINESE,0.03,0.018000000000000002,0.29600000000000004,0.182,0.14300000000000002,0.307,23791,47,0.0,0.0,6.700000000000003,0.0,0.10000000000000053
610380,Small,232,224,33,1,226,4,1,0,Generally accessible,Y,N,N,Y,17.1,74.7,83.5,Level 1,Good Standing,AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,VERY STRONG,STRONG,WEAK,STRONG,STRONG,NEUTRAL,-0.5,23.0,83.1,83.5,74.7,76.3,Coming Soon,5,GRAND BOULEVARD,SPANISH,0.01,0.033,0.293,0.243,0.159,0.395,23472,57,19.599999999999998,13.3,1.5,4.900000000000006,-0.5
609750,Citywide-Option,38,37,6,2,28,8,2,0,No/unknown accessibility,N,U,U,Y,16.7,58.531092436974774,21.4,Level 2,Provisional Support,NO DATA AVAILABLE,BELOW AVERAGE,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,STRONG,VERY STRONG,STRONG,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.062280701754386,19.0,84.7205128205129,21.4,58.531092436974774,65.80608695652174,Coming Soon,5,NEAR WEST SIDE,SPANISH,0.02,0.038,0.206,0.107,0.096,0.222,44689,15,2.5999999999999996,-28.599999999999994,-2.1999999999999957,4.099999999999994,-7.699999999999999
400053,Charter,670,602,104,75,102,539,12,3,Generally accessible,Y,Y,N,Y,19.5,80.5,81.7,Level 1+,Not Applicable,FAR ABOVE AVERAGE,AVERAGE,WELL ORGANIZED,STRONG,STRONG,VERY STRONG,WEAK,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,2.5,50.0,87.7,81.7,80.5,73.2,Coming Soon,7,WEST TOWN,SPANISH,0.1,0.023,0.147,0.066,0.129,0.217,43198,10,0.0,0.0,1.0,0.0,1.0999999999999999
400062,Charter,329,296,65,1,321,6,0,0,Generally accessible,Y,Y,N,Y,16.5,75.7,73.1,Level 1+,Not Applicable,ABOVE AVERAGE,BELOW AVERAGE,MODERATELY ORGANIZED,NEUTRAL,WEAK,STRONG,NEUTRAL,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,0.5,18.0,91.6,73.1,75.7,66.7,Coming Soon,5,AUBURN GRESHAM,SPANISH,0.0,0.04,0.276,0.28300000000000003,0.185,0.419,15528,74,0.0,0.0,2.3000000000000114,0.0,3.2
610357,Neighborhood,127,122,34,43,1,124,1,0,No/unknown accessibility,Y,Y,N,Y,15.7,47.2,91.2,Level 2+,Good Standing,BELOW AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,VERY STRONG,WEAK,STRONG,VERY STRONG,STRONG,-1.2,15.0,87.8,91.2,47.2,72.7,Coming Soon,10,SOUTH LAWNDALE,SPANISH,0.44,0.152,0.307,0.158,0.5479999999999999,0.338,10402,96,11.500000000000002,14.700000000000003,-1.0,5.800000000000011,0.0
609707,Neighborhood,123,118,39,0,120,1,0,1,Generally accessible,Y,N,N,Y,13.2,46.4,39.4,Level 3,Intensive Support,FAR BELOW AVERAGE,FAR BELOW AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,VERY STRONG,NEUTRAL,STRONG,WEAK,NEUTRAL,WEAK,WEAK,-2.0,3.0,57.9,39.4,46.4,38.2,Coming Soon,6,ENGLEWOOD,SPANISH,0.0,0.038,0.466,0.28,0.285,0.425,11888,94,24.199999999999996,7.0,3.4000000000000057,3.299999999999997,3.8000000000000007
400098,Charter,964,804,110,66,263,646,6,38,Generally accessible,Y,Y,N,Y,21.8,88.4,86.4,Level 1+,Not Applicable,FAR ABOVE AVERAGE,ABOVE AVERAGE,WELL ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,STRONG,VERY STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,3.4,74.0,95.0,86.4,88.4,82.2,Coming Soon,5,LOOP,CHINESE,0.02,0.015,0.147,0.057,0.031,0.135,65526,3,0.0,0.0,-0.6000000000000085,0.0,1.1
610506,Small,94,87,19,0,93,1,0,0,Generally accessible,Y,N,N,Y,14.3,50.7,73.9,Level 2,Intensive Support,BELOW AVERAGE,FAR BELOW AVERAGE,PARTIALLY ORGANIZED,VERY WEAK,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1.5,6.0,60.0,73.9,50.7,44.1,Coming Soon,5,ENGLEWOOD,SPANISH,0.0,0.038,0.466,0.28,0.285,0.425,11888,94,-35.199999999999996,-7.699999999999999,11.700000000000003,4.8999999999999915,-2.7
400013,Charter,378,358,95,103,12,350,5,3,Fully Accessible,Y,Y,N,Y,14.9,29.5,67.9,Level 2+,Not Applicable,BELOW AVERAGE,BELOW AVERAGE,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,VERY STRONG,VERY STRONG,WEAK,NEUTRAL,STRONG,NEUTRAL,-1.2,10.0,88.6,67.9,29.5,73.3,Coming Soon,5,AVONDALE,SPANISH,0.32,0.06,0.153,0.092,0.247,0.31,20039,42,0.0,0.0,-3.200000000000003,0.0,4.3999999999999995
609679,Career academy,1398,1316,181,82,252,1101,27,7,Generally accessible,N,Y,N,Y,18.1,66.4,88.2,Level 1+,Good Standing,AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.3,34.0,94.7,88.2,66.4,70.1,Established,4,BELMONT CRAGIN,SPANISH,0.33,0.108,0.187,0.146,0.373,0.373,15461,70,3.8000000000000007,-2.299999999999999,-0.5,4.5,1.5999999999999999
610499,Small,256,255,59,1,251,4,0,0,Generally accessible,Y,N,N,Y,14.7,41.2,58.9,Level 3,Intensive Support,FAR BELOW AVERAGE,FAR BELOW AVERAGE,NOT YET ORGANIZED,VERY WEAK,WEAK,NEUTRAL,VERY WEAK,WEAK,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-2.0,7.0,69.7,58.9,41.2,29.6,Coming Soon,10,NORTH LAWNDALE,SPANISH,0.02,0.07400000000000001,0.431,0.212,0.276,0.4270000000000001,12034,87,-19.10000000000001,36.5,-1.2999999999999972,4.400000000000006,-0.20000000000000107
400061,Charter,428,406,76,0,417,5,0,0,Generally accessible,Y,N,N,Y,16.8,53.2,75.2,Level 1,Not Applicable,ABOVE AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,STRONG,VERY WEAK,STRONG,STRONG,NEUTRAL,0.6,20.0,90.7,75.2,53.2,72.5,Coming Soon,5,AUBURN GRESHAM,SPANISH,0.0,0.04,0.276,0.28300000000000003,0.185,0.419,15528,74,0.0,0.0,2.0,0.0,4.8
609751,Selective enrollment,598,492,55,15,562,23,1,6,Generally accessible,N,N,N,Y,20.6,82.1,89.4,Level 1+,Good Standing,AVERAGE,AVERAGE,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,VERY STRONG,WEAK,WEAK,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,0.4,60.0,90.1,89.4,82.1,86.9,Coming Soon,3,KENWOOD,SPANISH,0.01,0.024,0.217,0.157,0.113,0.354,35911,26,2.6000000000000005,18.400000000000002,0.0,4.5,0.5
609766,Special Education,234,187,234,82,50,130,48,5,Generally accessible,N,U,U,Y,17.467521367521364,10.8,27.8,Inability to Rate,Good Standing,NO DATA AVAILABLE,NO DATA AVAILABLE,WELL ORGANIZED,VERY STRONG,NEUTRAL,STRONG,STRONG,STRONG,NEUTRAL,VERY STRONG,STRONG,STRONG,-0.062280701754386,29.64957264957265,95.2,27.8,10.8,65.80608695652174,Coming Soon,4,PORTAGE PARK,SPANISH,0.12,0.041,0.116,0.126,0.193,0.34,24336,35,-1.7000000000000002,44.7,1.2000000000000028,4.699999999999989,0.8999999999999999
400032,Charter,425,391,80,0,417,3,0,0,Generally accessible,Y,N,N,Y,16.3,64.3,78.6,Level 2+,Not Applicable,AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,NEUTRAL,STRONG,STRONG,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.1,16.0,71.4,78.6,64.3,61.0,Coming Soon,5,AUBURN GRESHAM,SPANISH,0.0,0.04,0.276,0.28300000000000003,0.185,0.419,15528,74,0.0,0.0,4.599999999999994,0.0,0.0
609768,Neighborhood,95,94,49,11,75,16,3,0,No/unknown accessibility,Y,N,N,Y,14.7,44.8,71.4,Level 2,Intensive Support,BELOW AVERAGE,FAR BELOW AVERAGE,WELL ORGANIZED,NEUTRAL,NEUTRAL,STRONG,STRONG,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.7,8.0,84.4,71.4,44.8,40.5,Coming Soon,6,ENGLEWOOD,SPANISH,0.0,0.038,0.466,0.28,0.285,0.425,11888,94,-7.700000000000001,-11.5,-1.9000000000000057,4.800000000000011,-1.5
400102,Charter,225,197,59,0,220,3,0,0,Generally accessible,Y,N,N,Y,16.6,74.6,64.1,Level 2,Not Applicable,AVERAGE,BELOW AVERAGE,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,VERY WEAK,VERY STRONG,STRONG,NEUTRAL,0.3,19.0,74.7,64.1,74.6,61.1,Coming Soon,7,NEAR WEST SIDE,SPANISH,0.02,0.038,0.206,0.107,0.096,0.222,44689,15,0.0,0.0,3.8999999999999915,0.0,-4.2
609695,Neighborhood,1223,996,168,104,146,728,148,163,Fully Accessible,Y,Y,Y,Y,18.2,54.4,82.8,Level 1,Good Standing,AVERAGE,BELOW AVERAGE,WELL ORGANIZED,STRONG,STRONG,STRONG,STRONG,VERY STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.1,35.0,94.4,82.8,54.4,72.0,Exemplary,5,LINCOLN SQUARE,SPANISH,0.08,0.034,0.109,0.08199999999999999,0.134,0.255,37524,17,3.299999999999999,-7.9,-1.2999999999999972,4.099999999999994,1.1
400091,Contract,245,222,61,3,189,45,8,2,Fully Accessible,Y,Y,N,Y,15.6,60.0,69.5,Level 2,Intensive Support,BELOW AVERAGE,BELOW AVERAGE,ORGANIZED,WEAK,NEUTRAL,STRONG,NEUTRAL,STRONG,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1.0,12.0,76.6,69.5,60.0,46.2,Coming Soon,9,NEAR WEST SIDE,SPANISH,0.02,0.038,0.206,0.107,0.096,0.222,44689,15,-0.29999999999999716,13.600000000000009,-0.5,0.0,0.0
609710,Neighborhood,387,365,106,0,383,1,1,0,Generally accessible,N,N,N,Y,15.2,48.0,54.6,Level 3,Intensive Support,BELOW AVERAGE,BELOW AVERAGE,NOT YET ORGANIZED,WEAK,WEAK,STRONG,WEAK,WEAK,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1.3,10.0,58.1,54.6,48.0,49.6,Coming Soon,4,ROSELAND,SPANISH,0.0,0.025,0.198,0.203,0.16899999999999998,0.412,17949,52,-35.7,0.8000000000000007,-3.700000000000003,4.200000000000003,-0.8000000000000007
609735,Neighborhood,239,225,84,18,133,76,21,1,Generally accessible,Y,Y,N,Y,14.5,31.7,50.0,Level 2,Intensive Support,BELOW AVERAGE,FAR BELOW AVERAGE,ORGANIZED,WEAK,NEUTRAL,STRONG,STRONG,STRONG,WEAK,STRONG,STRONG,STRONG,-1.1,7.0,70.8,50.0,31.7,34.4,Coming Soon,6,NEW CITY,SPANISH,0.27,0.119,0.29,0.23,0.415,0.389,12765,91,8.599999999999994,-23.000000000000007,0.20000000000000284,5.199999999999989,2.0999999999999996
400059,Charter,351,340,62,0,348,2,0,0,Generally accessible,Y,Y,N,Y,14.5,63.2,69.7,Level 2,Not Applicable,FAR BELOW AVERAGE,FAR BELOW AVERAGE,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,WEAK,VERY STRONG,STRONG,NEUTRAL,-1.7,7.0,83.1,69.7,63.2,51.7,Coming Soon,11,NORTH LAWNDALE,SPANISH,0.02,0.07400000000000001,0.431,0.212,0.276,0.4270000000000001,12034,87,0.0,0.0,-0.5,0.0,-0.10000000000000009
609682,Neighborhood,218,196,58,63,87,129,2,0,Generally accessible,Y,Y,N,Y,14.6,47.4,71.7,Level 2,Intensive Support,FAR BELOW AVERAGE,FAR BELOW AVERAGE,PARTIALLY ORGANIZED,WEAK,NEUTRAL,NEUTRAL,WEAK,NEUTRAL,VERY WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-1.9,7.0,71.4,71.7,47.4,36.7,Emerging,6,NEW CITY,SPANISH,0.27,0.119,0.29,0.23,0.415,0.389,12765,91,-22.699999999999996,-7.799999999999997,6.5,4.5,-1.5
609711,Neighborhood,136,135,40,4,130,5,0,0,Generally accessible,Y,N,N,Y,14.6,31.9,62.1,Level 2,Intensive Support,BELOW AVERAGE,FAR BELOW AVERAGE,ORGANIZED,NEUTRAL,NEUTRAL,STRONG,NEUTRAL,STRONG,VERY WEAK,STRONG,STRONG,STRONG,-1.3,7.0,76.4,62.1,31.9,32.4,Coming Soon,6,WEST ENGLEWOOD,SPANISH,0.01,0.048,0.344,0.359,0.263,0.407,11317,89,-52.4,-29.4,-0.20000000000000284,4.5,-1.0
400097,Charter,1146,1010,161,90,377,753,4,6,Generally accessible,Y,N,N,Y,21.7,84.4,71.5,Level 1+,Not Applicable,FAR ABOVE AVERAGE,ABOVE AVERAGE,WELL ORGANIZED,NEUTRAL,VERY STRONG,VERY STRONG,STRONG,STRONG,NEUTRAL,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,4.0,73.0,91.7,71.5,84.4,81.0,Coming Soon,6,NEAR WEST SIDE,SPANISH,0.02,0.038,0.206,0.107,0.096,0.222,44689,15,0.0,0.0,-1.1000000000000085,0.0,3.4999999999999996
610304,Military academy,533,503,33,25,90,427,3,6,Generally accessible,Y,Y,N,Y,19.0,45.2,91.5,Level 1+,Good Standing,ABOVE AVERAGE,AVERAGE,WELL ORGANIZED,VERY STRONG,STRONG,VERY STRONG,STRONG,STRONG,WEAK,STRONG,STRONG,STRONG,0.6,43.0,94.9,91.5,45.2,65.5,Emerging,2,NEAR WEST SIDE,SPANISH,0.02,0.038,0.206,0.107,0.096,0.222,44689,15,-6.9,-14.199999999999996,0.29999999999999716,5.5,0.6000000000000001
610390,Military academy,556,494,58,29,52,414,46,31,Generally accessible,Y,N,N,Y,18.0,63.3,87.6,Level 1,Good Standing,BELOW AVERAGE,BELOW AVERAGE,ORGANIZED,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,NEUTRAL,WEAK,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,-0.7,32.0,95.8,87.6,63.3,67.1,Established,5,EDGEWATER,SPANISH,0.05,0.041,0.182,0.092,0.097,0.238,33385,19,-7.7,-27.6,0.20000000000000284,5.400000000000006,0.19999999999999996
